epoch,lr-Adam,step,train/loss_epoch,train/loss_step,val/loss,val/mAP
25,,9169,,0.431051701,,
,1.56E-06,9179,,,,
25,,9179,,0.739068747,,
,1.56E-06,9189,,,,
25,,9189,,0.564205348,,
,1.56E-06,9199,,,,
25,,9199,,0.478001356,,
,1.56E-06,9209,,,,
25,,9209,,0.405522645,,
,1.56E-06,9219,,,,
25,,9219,,0.354326427,,
,1.56E-06,9229,,,,
25,,9229,,0.572367787,,
,1.56E-06,9239,,,,
25,,9239,,0.381617993,,
,1.56E-06,9249,,,,
25,,9249,,0.391995966,,
,1.56E-06,9259,,,,
25,,9259,,0.425928444,,
,1.56E-06,9269,,,,
25,,9269,,0.538122416,,
,1.56E-06,9279,,,,
25,,9279,,0.528122067,,
,1.56E-06,9289,,,,
25,,9289,,0.491914332,,
,1.56E-06,9299,,,,
25,,9299,,0.68834126,,
,1.56E-06,9309,,,,
25,,9309,,0.562364757,,
,1.56E-06,9319,,,,
25,,9319,,0.687884808,,
,1.56E-06,9329,,,,
25,,9329,,0.668276787,,
,1.56E-06,9339,,,,
25,,9339,,0.558081388,,
,1.56E-06,9349,,,,
25,,9349,,0.546468318,,
,1.56E-06,9359,,,,
25,,9359,,0.486222744,,
,1.56E-06,9369,,,,
25,,9369,,0.465596259,,
,1.56E-06,9379,,,,
25,,9379,,0.582792819,,
25,,9385,,,0,0.085271515
25,,9385,0.517219365,,,
,1.56E-06,9389,,,,
26,,9389,,0.597483218,,
,1.56E-06,9399,,,,
26,,9399,,0.402764976,,
,1.56E-06,9409,,,,
26,,9409,,0.566547513,,
,1.56E-06,9419,,,,
26,,9419,,0.488029569,,
,1.56E-06,9429,,,,
26,,9429,,0.361229718,,
,1.56E-06,9439,,,,
26,,9439,,0.498478174,,
,1.56E-06,9449,,,,
26,,9449,,0.451712668,,
,1.56E-06,9459,,,,
26,,9459,,0.575375915,,
,1.56E-06,9469,,,,
26,,9469,,0.445682287,,
,1.56E-06,9479,,,,
26,,9479,,0.381703854,,
,1.56E-06,9489,,,,
26,,9489,,0.40559116,,
,1.56E-06,9499,,,,
26,,9499,,0.540264547,,
,1.56E-06,9509,,,,
26,,9509,,0.42325297,,
,1.56E-06,9519,,,,
26,,9519,,0.470525563,,
,1.56E-06,9529,,,,
26,,9529,,0.787893474,,
,1.56E-06,9539,,,,
26,,9539,,0.494316339,,
,1.56E-06,9549,,,,
26,,9549,,0.38450107,,
,1.56E-06,9559,,,,
26,,9559,,0.414125919,,
,1.56E-06,9569,,,,
26,,9569,,0.530293882,,
,1.56E-06,9579,,,,
26,,9579,,0.439377606,,
,1.56E-06,9589,,,,
26,,9589,,0.510109901,,
,1.56E-06,9599,,,,
26,,9599,,0.521541119,,
,1.56E-06,9609,,,,
26,,9609,,0.768471241,,
,1.56E-06,9619,,,,
26,,9619,,0.638423264,,
,1.56E-06,9629,,,,
26,,9629,,0.729788721,,
,1.56E-06,9639,,,,
26,,9639,,0.499132395,,
,1.56E-06,9649,,,,
26,,9649,,0.559221804,,
,1.56E-06,9659,,,,
26,,9659,,0.685519397,,
,1.56E-06,9669,,,,
26,,9669,,0.650868058,,
,1.56E-06,9679,,,,
26,,9679,,0.557862818,,
,1.56E-06,9689,,,,
26,,9689,,0.555606723,,
,1.56E-06,9699,,,,
26,,9699,,0.363158107,,
,1.56E-06,9709,,,,
26,,9709,,0.560089588,,
,1.56E-06,9719,,,,
26,,9719,,0.562785745,,
,1.56E-06,9729,,,,
26,,9729,,0.517586172,,
,1.56E-06,9739,,,,
26,,9739,,0.527305603,,
26,,9746,,,0,0.085302062
26,,9746,0.517838717,,,
,1.56E-06,9749,,,,
27,,9749,,0.615002632,,
,1.56E-06,9759,,,,
27,,9759,,0.468988806,,
,1.56E-06,9769,,,,
27,,9769,,0.663526714,,
,1.56E-06,9779,,,,
27,,9779,,0.422444105,,
,1.56E-06,9789,,,,
27,,9789,,0.520157635,,
,1.56E-06,9799,,,,
27,,9799,,0.58356899,,
,1.56E-06,9809,,,,
27,,9809,,0.365846038,,
,1.56E-06,9819,,,,
27,,9819,,0.537123203,,
,1.56E-06,9829,,,,
27,,9829,,0.441457778,,
,1.56E-06,9839,,,,
27,,9839,,0.499141932,,
,1.56E-06,9849,,,,
27,,9849,,0.681046247,,
,1.56E-06,9859,,,,
27,,9859,,0.453355193,,
,1.56E-06,9869,,,,
27,,9869,,0.398065656,,
,1.56E-06,9879,,,,
27,,9879,,0.564840078,,
,1.56E-06,9889,,,,
27,,9889,,0.598284364,,
,1.56E-06,9899,,,,
27,,9899,,0.522926271,,
,1.56E-06,9909,,,,
27,,9909,,0.40593183,,
,1.56E-06,9919,,,,
27,,9919,,0.657533467,,
,1.56E-06,9929,,,,
27,,9929,,0.556001306,,
,1.56E-06,9939,,,,
27,,9939,,0.714869261,,
,1.56E-06,9949,,,,
27,,9949,,0.478919029,,
,1.56E-06,9959,,,,
27,,9959,,0.845943928,,
,1.56E-06,9969,,,,
27,,9969,,0.466065824,,
,1.56E-06,9979,,,,
27,,9979,,0.556302726,,
,1.56E-06,9989,,,,
27,,9989,,0.466796041,,
,1.56E-06,9999,,,,
27,,9999,,0.427032232,,
,1.56E-06,10009,,,,
27,,10009,,0.503955841,,
,1.56E-06,10019,,,,
27,,10019,,0.450555354,,
,1.56E-06,10029,,,,
27,,10029,,0.622879505,,
,1.56E-06,10039,,,,
27,,10039,,0.547196925,,
,1.56E-06,10049,,,,
27,,10049,,0.617558718,,
,1.56E-06,10059,,,,
27,,10059,,0.631685972,,
,1.56E-06,10069,,,,
27,,10069,,0.923690736,,
,1.56E-06,10079,,,,
27,,10079,,0.320259452,,
,1.56E-06,10089,,,,
27,,10089,,0.523838162,,
,1.56E-06,10099,,,,
27,,10099,,0.513930261,,
27,,10107,,,0,0.08841908
27,,10107,0.514895797,,,
,1.56E-06,10109,,,,
28,,10109,,0.398402452,,
,1.56E-06,10119,,,,
28,,10119,,0.35592097,,
,1.56E-06,10129,,,,
28,,10129,,0.710235775,,
,1.56E-06,10139,,,,
28,,10139,,0.497197419,,
,1.56E-06,10149,,,,
28,,10149,,0.387364686,,
,1.56E-06,10159,,,,
28,,10159,,0.603162169,,
,1.56E-06,10169,,,,
28,,10169,,0.511510193,,
,1.56E-06,10179,,,,
28,,10179,,0.528359056,,
,1.56E-06,10189,,,,
28,,10189,,0.524204195,,
,1.56E-06,10199,,,,
28,,10199,,0.668190598,,
,1.56E-06,10209,,,,
28,,10209,,0.46459651,,
,1.56E-06,10219,,,,
28,,10219,,0.505038559,,
,1.56E-06,10229,,,,
28,,10229,,0.526940048,,
,1.56E-06,10239,,,,
28,,10239,,0.488170594,,
,1.56E-06,10249,,,,
28,,10249,,0.533186913,,
,1.56E-06,10259,,,,
28,,10259,,0.446116418,,
,1.56E-06,10269,,,,
28,,10269,,0.4223122,,
,1.56E-06,10279,,,,
28,,10279,,0.45166266,,
,1.56E-06,10289,,,,
28,,10289,,0.507967949,,
,1.56E-06,10299,,,,
28,,10299,,0.498722255,,
,1.56E-06,10309,,,,
28,,10309,,0.505397975,,
,1.56E-06,10319,,,,
28,,10319,,0.512334406,,
,1.56E-06,10329,,,,
28,,10329,,0.480816156,,
,1.56E-06,10339,,,,
28,,10339,,0.622847736,,
